GeneName,X_LogCPM,Y_LogFC,AdjPval,DGE_Category,BATF_invivo_logCPM,BATF_invivo_logCPM,pMIG_invivo_logCPM,pMIG_invivo_logCPM
R3hdm2,1.978,0.8282,0.8508,NotDiff,-2.443,-1.355,1.927,-0.1265
Shmt2,8.052,-0.834,0.1656,NotDiff,4.776,5.725,4.864,4.747
Stat6,6.601,0.7106,0.4189,NotDiff,-4.271,2.593,-4.271,-4.271
Nab2,4.609,-1.633,0.2391,NotDiff,6.316,7.166,5.502,6.28
1700012D01Rik,-3.871,-4.668,0.6858,NotDiff,3.039,3.937,2.191,2.443
Tmem194,3.242,-1.481,0.5575,NotDiff,5.149,6.665,6.062,5.847
Zbtb39,-3.877,3.339,0.7685,NotDiff,3.316,3.694,3.605,3.316
Prim1,6.549,-0.3869,0.6794,NotDiff,4.071,2.344,3.59,4.675
Naca,8.962,-0.4988,0.4046,NotDiff,5.728,4.826,6.229,5.806
Baz2a,0.5745,3.874,0.5628,NotDiff,4.412,4.062,5.173,3.748
Rbms2,5,0.5129,0.7265,NotDiff,8.974,9.164,9.601,9.53
Gls2,2.286,0.826,0.8325,NotDiff,7.886,8.171,8.149,8.111
Spryd4,4.988,-0.04002,0.9854,NotDiff,2.96,2.7,1.619,-1.38
Timeless,4.209,-0.6769,0.7298,NotDiff,7.017,7.599,7.122,6.651
Stat2,2.273,2.082,0.6205,NotDiff,9.219,8.804,9.327,8.994
Il23a,-3.659,2.591,0.8235,NotDiff,2.433,-4.271,2.506,2.099
Pan2,3.476,1.452,0.5277,NotDiff,4.656,3.914,2.723,3.806
Cnpy2,6.491,-0.6094,0.4914,NotDiff,5.612,5.228,3.805,4.14
Cs,8.371,-0.3398,0.621,NotDiff,-4.271,-4.271,0.6869,-4.271
Coq10a,4.269,-1.04,0.5437,NotDiff,7.199,6.857,7.533,7.049
Ankrd52,-1.47,-2.317,0.8012,NotDiff,-0.63,1.931,1.304,-4.271
Slc39a5,-4.268,-2.216,0.8597,NotDiff,3.467,3.367,3.952,4.334
Nabp2,5.609,-0.8598,0.4252,NotDiff,7.527,7.671,7.631,7.614
Rnf41,5.067,0.08078,0.9649,NotDiff,8.483,8.155,8.072,7.552
Smarcc2,2.907,0.08074,0.9854,NotDiff,3.719,0.9276,0.923,2.413
Myl6,8.533,0.2422,0.7276,NotDiff,7.76,7.476,8.843,8.13
Myl6b,-2.761,-7.148,0.4476,NotDiff,6.63,7.273,6.581,5.924
A430046D13Rik,-0.5546,-1.652,0.8482,NotDiff,3.461,4.235,5.089,5.663
Zc3h10,3.863,0.4699,0.8025,NotDiff,-4.271,-4.271,0.4045,-2.832
Rpl41,9.983,-0.1461,0.7926,NotDiff,2.656,2.446,3.341,4.552
Erbb3,-0.5698,5.256,0.5119,NotDiff,1.418,-4.271,-3.58,-4.271
Rps26,8.982,-0.24,0.7167,NotDiff,6.448,6.263,6.666,6.822
Ikzf4,-0.6336,-2.646,0.7512,NotDiff,8.971,8.445,9.12,9.314
Suox,5.797,-0.5669,0.6656,NotDiff,7.335,6.996,7.858,8.897
Rab5b,4.719,0.2539,0.8697,NotDiff,11.5,10.77,11.9,11.84
Cdk2,6.455,0.2068,0.819,NotDiff,1.429,3.832,-0.6084,-1.993
Dgka,7.189,-0.5784,0.4545,NotDiff,5.525,4.904,5.074,4.503
Wibg,3.133,-0.9729,0.7311,NotDiff,1.746,4,1.227,2.228
Tmem198b,-1.759,-1.349,0.908,NotDiff,4.487,5.499,5.151,4.822
Dnajc14,6.06,0.6734,0.4973,NotDiff,2.795,5.065,4.933,4.057
Ormdl2,5.825,-0.5895,0.5744,NotDiff,3.444,3.306,0.4388,1.966
Sarnp,6.796,-0.04113,0.9743,NotDiff,-4.271,2.033,-4.271,-3.379
Cd63,3.664,2.031,0.3507,NotDiff,3.76,4.723,2.723,2.72
Bloc1s1,5.873,0.2536,0.8052,NotDiff,6.519,5.821,6.743,6.881
Itga7,-4.502,-3.306,0.7743,NotDiff,8.449,7.94,8.495,8.599
Mettl7b,-4.592,-3.513,0.7622,NotDiff,4.451,2.892,5.115,4.633
Mir684-1,0.5689,-1.734,0.7878,NotDiff,0.6913,-4.271,-1.104,0.7395
Tespa1,4.364,-0.611,0.7274,NotDiff,-3.76,-4.271,0.4045,-4.271
Pisd-ps1,2.256,1.398,0.7388,NotDiff,5.36,5.012,5.759,6.308
Sfi1,1.73,-0.3429,0.9544,NotDiff,5.267,4.963,4.802,5.243
Eif4enif1,5.163,0.2654,0.8458,NotDiff,4.22,1.499,2.615,3.332
Drg1,7.969,-0.5479,0.4124,NotDiff,8.701,8.601,8.459,8.372
Patz1,4.734,-0.8717,0.5358,NotDiff,-4.271,-4.271,-0.24,1.802
Pik3ip1,3.99,0.5842,0.7509,NotDiff,3.031,-4.271,0.2199,0.6404
Limk2,4.822,0.5307,0.727,NotDiff,8.808,8.876,7.314,7.862
Rnf185,3.795,0.2705,0.912,NotDiff,4.43,3.694,3.795,3.549
8430429K09Rik,-0.6631,4.097,0.6163,NotDiff,10.18,9.62,10.1,10.03
Selm,1.824,1.493,0.7493,NotDiff,7.447,6.759,8.975,8.724
Smtn,-3.98,4.759,0.6961,NotDiff,1.319,3.174,-4.271,-0.6712
Tug1,5.625,1.06,0.4004,NotDiff,8.92,8.809,8.973,9.226
Morc2a,3.05,1.044,0.7265,NotDiff,2.013,-4.271,-0.08603,1.647
Dusp18,-2.644,1.46,0.9116,NotDiff,6.593,4.293,6.1,6.209
Slc35e4,1.79,0.1751,0.9807,NotDiff,4.784,4.907,4.679,4.513
Tcn2,3.641,0.9264,0.6718,NotDiff,6.548,6.564,6.424,6.289
Pes1,6.886,-0.007852,0.9947,NotDiff,7.154,6.178,4.63,4.808
Gal3st1,-2.304,-1.303,0.9161,NotDiff,6.682,7.118,7.728,7.229
Mtfp1,0.8727,-5.185,0.4358,NotDiff,3.596,1.468,3.85,3.65
Sec14l2,-4.43,-3.862,0.7468,NotDiff,1.172,-4.271,-3.58,2.241
Rnf215,3.806,0.3212,0.8962,NotDiff,6.114,6.66,6.104,5.365
Sf3a1,6.399,-0.1227,0.912,NotDiff,5.617,5.466,5.868,6.353
Tbc1d10a,6.71,0.4816,0.5923,NotDiff,6.572,6.996,6.843,6.775
Gatsl3,3.461,-1.057,0.6772,NotDiff,4.943,4.468,2.279,2.989
Osm,0.05069,-3.717,0.638,NotDiff,5.988,6.022,5.692,5.793
Hormad2,-0.6455,-3.657,0.6735,NotDiff,-4.271,-4.271,1.039,-4.271
Mtmr3,4.957,0.2179,0.8849,NotDiff,-4.271,-4.271,-4.271,0.1861
Ascc2,5.006,0.5726,0.6895,NotDiff,-0.3617,0.09687,0.2966,2.425
Uqcr10,7.072,-0.399,0.6262,NotDiff,3.736,4.47,4.471,4.79
Zmat5,6.406,-0.02318,0.9869,NotDiff,4.412,1.26,1.411,1.999
Nf2,4.564,0.8206,0.5884,NotDiff,-0.03449,3.246,3.137,0.6808
Nipsnap1,6.108,-0.4722,0.6402,NotDiff,5.049,5.662,4.467,5.48
Thoc5,5.443,-0.188,0.886,NotDiff,7.733,7.668,8.062,8.415
Nefh,2.617,-1.424,0.6794,NotDiff,4.412,4.155,5.283,5.092
Ap1b1,5.794,0.7637,0.4675,NotDiff,4.255,4.372,3.394,3.952
Ewsr1,8.51,0.229,0.7468,NotDiff,5.078,5.072,4.751,4.396
Rhbdd3,3.45,-0.3011,0.9096,NotDiff,3.363,4.436,4.587,2.814
Emid1,0.1437,-3.967,0.5884,NotDiff,1.055,1.731,-1.104,-3.379
Kremen1,2.566,-0.2143,0.9622,NotDiff,2.162,3.098,1.061,1.049
Znrf3,1.389,2.68,0.6541,NotDiff,2.579,-4.271,-4.271,-4.271
Xbp1,8.398,0.5203,0.4004,NotDiff,5.335,7.124,4.718,5.329
Ccdc117,4.594,-0.115,0.956,NotDiff,4.318,2.886,1.802,3.226
Mrps24,7.134,-0.2213,0.7793,NotDiff,-4.271,2.793,-0.2953,-4.271
Urgcp,5.37,0.6888,0.5783,NotDiff,2.541,1.468,-0.1356,3.382
2210015D19Rik,3.037,-1.86,0.5537,NotDiff,4.394,3.67,3.745,2.773
Dbnl,8.124,0.07859,0.93,NotDiff,6.873,6.883,6.984,6.805
Polm,4.597,-0.1568,0.9335,NotDiff,0.2588,-4.271,-4.271,2.577
Aebp1,-0.07755,3.58,0.6449,NotDiff,2.265,-4.271,4.125,3.142
Pold2,7.815,-0.8457,0.1406,NotDiff,-4.271,-4.271,-4.271,0.8141
Ykt6,6.138,-0.009547,0.9947,NotDiff,5.096,2.843,2.673,4.633
Camk2b,-2.691,-0.6599,0.9649,NotDiff,6.353,6.315,6.533,6.399
Nudcd3,5.501,0.2027,0.8839,NotDiff,6.56,7.362,6.598,6.321
Rps15a-ps6,2.802,-0.2743,0.9377,NotDiff,4.021,1.546,4.534,3.772
Ddx56,7.144,-0.4209,0.6036,NotDiff,2.579,-4.271,-0.08603,3.8
Tmed4,5.92,0.5245,0.6273,NotDiff,-4.271,1.896,0.4722,1.627
Ogdh,7.708,0.5355,0.4489,NotDiff,5.164,4.908,5.183,4.581
Zmiz2,4.93,-1.061,0.4189,NotDiff,5.309,5.198,5.222,4.301
Ppia,9.761,-0.09711,0.8768,NotDiff,6.913,6.828,7.281,7.267
H2afv,8.322,0.3819,0.5575,NotDiff,6.361,6.395,6.757,6.114
Purb,5.47,0.1131,0.9393,NotDiff,4.919,5.018,4.293,4.034
Myo1g,7.97,0.2464,0.7387,NotDiff,5.803,5.952,6.332,6.347
Gm11974,3.231,-1.137,0.6789,NotDiff,5.45,5.213,5.716,5.399
Ccm2,6.687,0.3418,0.7154,NotDiff,0.8757,3.189,3.403,3.052
Tbrg4,5.618,-0.2755,0.8056,NotDiff,5.83,6.542,5.554,5.253
Ramp3,6.216,0.5415,0.5691,NotDiff,8.298,8.968,8.451,8.323
Hus1,2.416,1.356,0.7276,NotDiff,2.735,3.925,3.9,3.264
Upp1,-2.187,-8.285,0.3297,NotDiff,2.278,-4.271,1.478,2.876
Zpbp,1.855,-0.4311,0.936,NotDiff,3.658,0.88,3.35,2.425
Ikzf1,6.209,-0.4899,0.663,NotDiff,2.029,3.738,-1.206,1.167
Fignl1,6.058,-0.7662,0.4769,NotDiff,8.698,8.612,8.185,8.097
Ddc,-1.445,-3.388,0.7276,NotDiff,4.86,4.311,3.758,5.456
Sec61g,5.079,-0.4494,0.7388,NotDiff,7.194,6.834,7.307,7.204
Eldr,3.008,-0.7492,0.7717,NotDiff,5.981,5.326,5.64,4.538
Fbxo48,-2.196,0.4639,0.9762,NotDiff,3.7,0.2166,4.035,4.255
Plek,8.189,0.6246,0.3587,NotDiff,7.846,8.484,8.344,7.824
Cnrip1,3.68,-0.8925,0.6775,NotDiff,4.036,5.049,4.859,4.453
Ppp3r1,6.6,0.07152,0.9539,NotDiff,1.949,1.731,-4.271,2.03
Pno1,6.881,-0.6096,0.4476,NotDiff,7.314,7.482,8.173,8.293
Wdr92,4.595,0.9555,0.5311,NotDiff,5.846,6.496,5.805,6.406
C1d,6.781,-0.5804,0.4817,NotDiff,0.09009,-4.271,-4.271,1.223
Etaa1,4.037,-1.533,0.3942,NotDiff,6.074,5.167,4.749,6.022
Etaa1os,-2.052,2.391,0.8052,NotDiff,3.012,2.254,2.989,2.985
Spred2,-0.1282,-3.738,0.6337,NotDiff,6.664,7.22,7.457,7.238
Actr2,8.08,0.5246,0.4913,NotDiff,5.951,6.397,5.991,5.347
Rab1,7.539,0.2188,0.7673,NotDiff,7.912,8.066,7.176,7.679
Cep68,1.823,-1.896,0.7185,NotDiff,4.429,4.34,5.688,5.272
Slc1a4,1.935,5.265,0.3507,NotDiff,9.934,9.483,9.723,9.903
Sertad2,3.009,1.956,0.4965,NotDiff,8.517,8.516,8.049,8.208
Aftph,5.103,0.8823,0.4787,NotDiff,5.216,5.914,5.183,5.574
Lgalsl,4.022,0.176,0.9381,NotDiff,8.02,8.173,7.838,7.851
Peli1,6.962,-0.4499,0.587,NotDiff,3.785,1.368,3.499,4.306
Vps54,5.015,0.6567,0.6433,NotDiff,7.023,6.67,6.587,6.469
Ugp2,6.448,0.2174,0.8278,NotDiff,5.224,5.734,6.044,5.475
Mdh1,9.351,-0.1586,0.7821,NotDiff,6.652,6.318,5.859,6.04
Wdpcp,-2.653,-1.133,0.9322,NotDiff,3.934,2.158,1.543,2.077
Otx1,-4.333,-3.616,0.7575,NotDiff,-4.271,-4.271,1.285,2.523
Ehbp1,-3.095,0.8639,0.9528,NotDiff,2.631,0.7799,0.8737,3.209
Tmem17,1.993,-0.6392,0.8897,NotDiff,6.14,5.861,5.659,7.18
B3gnt2,7.008,0.4509,0.579,NotDiff,6.506,4.747,6.375,6.61
Commd1,6.296,-0.01689,0.9902,NotDiff,-1.766,-3.597,0.9706,-0.2352
Zrsr1,-3.345,-5.953,0.5666,NotDiff,4.87,4.863,5.143,5.445
Cct4,10.16,-0.3591,0.4783,NotDiff,2.88,2.404,3.116,3.66
Fam161a,-4.011,4.602,0.698,NotDiff,-4.271,2.608,1.634,-4.271
Xpo1,6.48,-0.1529,0.8823,NotDiff,8.237,8.81,7.511,8.199
Usp34,3.821,0.9693,0.6604,NotDiff,3.329,3.169,3.928,4.314
Ahsa2,4.804,0.1101,0.9517,NotDiff,6.429,6.924,6.019,7.03
0610010F05Rik,2.217,-3.274,0.52,NotDiff,6.617,6.552,6.989,7.371
Pex13,6.167,0.4791,0.6353,NotDiff,4.7,5.397,4.756,3.539
Pus10,5.045,0.5054,0.7274,NotDiff,6.442,6.573,6.791,7.321
Rel,5.132,-1.087,0.3783,NotDiff,3.396,3.189,4.465,5.115
Papolg,2.964,-0.7558,0.7736,NotDiff,-0.9599,-0.7205,0.2199,-4.271
Fancl,3.942,0.1556,0.9478,NotDiff,1.957,-4.271,1.105,2.495
Vrk2,5.042,0.7099,0.6046,NotDiff,8.016,8.732,7.25,8.322
Gm12070,-0.7321,-1.174,0.9024,NotDiff,7.555,7.761,7.281,7.559
Pnpt1,5.072,0.3439,0.7981,NotDiff,1.381,0.1379,3.964,1.899
Smek2,5.917,0.04745,0.9754,NotDiff,4.423,4.506,3.731,-3.757
Cfap36,5.765,0.5924,0.5801,NotDiff,3.601,4.221,3.017,1.237
Prorsd1,4.17,-0.4077,0.8097,NotDiff,5.724,5.363,4.542,4.79
Mtif2,4.846,-1.459,0.2514,NotDiff,4.375,3.721,4.475,3.53
Rps27a,9.042,-0.6767,0.218,NotDiff,6.889,6.588,6.991,7.38
Rtn4,4.747,0.2624,0.8672,NotDiff,5.481,5.297,4.001,5.287
Sptbn1,3.173,1.91,0.4915,NotDiff,7.13,5.941,6.217,6.507
Acyp2,0.4804,-0.4114,0.9649,NotDiff,9.298,9.245,9.426,9.437
Psme4,3.921,-0.372,0.8573,NotDiff,-0.7318,-4.271,2.744,-4.271
Erlec1,4.802,-0.6253,0.6858,NotDiff,-4.271,-4.271,1.706,-4.271
Asb3,5.892,0.3672,0.7545,NotDiff,-4.271,1.26,-0.5401,-4.271
Chac2,2.549,0.6838,0.834,NotDiff,0.4569,3.337,1.692,2.561
Stc2,-1.908,-8.81,0.2746,NotDiff,7.074,7.42,6.649,6.891
Bod1,4.969,-0.4768,0.7387,NotDiff,6.571,5.985,6.215,6.416
Cpeb4,1.092,-1.246,0.8253,NotDiff,-4.271,-4.271,-2.246,1.677
Nsg2,0.5896,-4.652,0.4899,NotDiff,10.1,9.852,10.27,10.41
Il9r,-3.523,-5.584,0.599,NotDiff,0.8929,-3.597,-4.271,-4.271
Snrnp25,6.476,-0.6643,0.4476,NotDiff,6.596,6.223,6.26,6.841
Rhbdf1,-4.161,4.374,0.7247,NotDiff,3.87,4.512,5.007,1.916
Mpg,4.601,-0.2009,0.9135,NotDiff,4.948,4.734,4.937,4.607
Nprl3,1.231,-4.123,0.5111,NotDiff,4.375,-3.139,4.204,3.995
Ubtd2,3.18,-1.106,0.6972,NotDiff,6.523,6.31,5.681,6.155
Efcab9,-2.372,-3.233,0.7528,NotDiff,5.491,5.152,4.333,5.21
Fbxw11,6.433,0.2738,0.7622,NotDiff,4.242,4.989,5.689,5.614
Npm1,11.01,-0.1482,0.7605,NotDiff,2.568,2.76,2.659,3.897
Ranbp17,-4.537,3.565,0.7605,NotDiff,4.403,3.641,3.531,4.207
Lcp2,7.652,0.1364,0.8617,NotDiff,4.907,5.908,4.986,4.375
Dock2,5.888,0.6544,0.52,NotDiff,-0.3214,-2.078,0.18,-0.2733
Fam196b,-4.743,-2.862,0.8071,NotDiff,4.923,5.695,4.344,5.332
Spdl1,4.006,-1.127,0.5341,NotDiff,5.857,6,6.178,5.638
Pank3,2.727,-2.658,0.455,NotDiff,5.88,6.28,5.368,5.537
Rars,7.747,-0.5544,0.4284,NotDiff,4.128,3.828,4.114,4.621
Wwc1,-1.739,4.419,0.6546,NotDiff,4.358,3.85,5.541,5.645
Mat2b,8.128,0.2275,0.7494,NotDiff,9.057,8.33,9.332,9.447
Hmmr,3.976,0.3531,0.8605,NotDiff,4.464,5.386,4.432,4.718
Nudcd2,7.143,-0.4941,0.5227,NotDiff,3.54,4.788,2.325,2.069
Ccng1,7.681,0.273,0.7363,NotDiff,0.3858,0.3963,-0.4125,1.727
Pttg1,7.268,0.1583,0.8513,NotDiff,2.804,4.901,3.653,4.342
Slu7,6.187,0.4344,0.6789,NotDiff,4.712,4.327,4.524,5.653
Pwwp2a,2.255,0.6431,0.8718,NotDiff,5.701,6.384,6.536,4.95
Ttc1,6.869,-0.06387,0.9539,NotDiff,3.473,2.291,1.891,2.583
Ublcp1,3.655,0.5915,0.7673,NotDiff,-4.271,-4.271,2.032,2.881
Rnf145,5.926,0.625,0.5341,NotDiff,4.528,5.012,4.889,5.452
Lsm11,4.969,0.0446,0.9834,NotDiff,0.311,0.8556,1.061,2.255
Thg1l,3.905,-0.1713,0.9423,NotDiff,2.272,-4.271,3.299,2.832
Adam19,4.52,0.1076,0.9613,NotDiff,-4.271,-4.271,-2.482,1.264
Cyfip2,6.514,0.4506,0.6204,NotDiff,6.318,5.966,6.656,6.965
Itk,8.112,0.8808,0.1008,NotDiff,1.864,-4.271,-4.271,-4.271
Fam71b,2.917,1.841,0.5337,NotDiff,3.881,5.175,4.973,4.384
Med7,5.76,-0.04602,0.9805,NotDiff,4.11,-4.271,3.381,3.465
Havcr2,6.862,0.9187,0.1923,NotDiff,1.648,4.094,2.288,4.724
Trim41,1.012,0.8049,0.9057,NotDiff,-1.766,-4.271,-1.866,0.6197
Gm12185,-0.9276,-2.51,0.771,NotDiff,5.901,6.024,4.117,3.264
Psme2b,4.145,0.2341,0.91,NotDiff,6.61,6.535,6.234,6.357
Zfp62,2.692,0.02277,0.9959,NotDiff,10.99,10.88,10.94,11.22
Mgat1,6.577,0.2171,0.8103,NotDiff,0.3858,-4.271,-4.271,-4.271
Cnot6,6.749,-0.489,0.5691,NotDiff,7.798,7.626,7.72,7.464
Mapk9,5.19,0.5062,0.715,NotDiff,5.976,6.466,5.686,5.428
Rasgef1c,-3.717,3.193,0.7791,NotDiff,-4.271,-4.271,0.09666,-4.271
Rnf130,3.908,0.7626,0.7103,NotDiff,2.888,4.117,4.48,4.553
Tbc1d9b,4.122,1.204,0.4915,NotDiff,0.8929,1.988,4.351,3.729
3010026O09Rik,2.76,-1.806,0.6027,NotDiff,7.247,7.726,7.81,8.206
Sqstm1,9.839,0.275,0.6188,NotDiff,0.02914,0.9276,-1.206,-4.271
Mgat4b,3.927,0.8439,0.688,NotDiff,8.159,8.351,7.732,8.272
Ltc4s,-3.37,4.072,0.7274,NotDiff,4.139,4.002,4.82,2.957
Maml1,-0.4547,6.184,0.4252,NotDiff,7.119,6.654,7.374,7.425
Canx,8.634,-0.03862,0.9709,NotDiff,7.706,7.97,7.152,7.899
Hnrnph1,6.14,-0.05744,0.9709,NotDiff,7.013,7.71,7.173,7.177
Rufy1,3.402,-1.408,0.6039,NotDiff,6.583,6.261,5.557,6.35
BC049762,-2.686,0.3466,0.9837,NotDiff,1.82,3.274,3.067,0.9193
Clk4,5.568,-0.5768,0.6165,NotDiff,6.676,7.004,6.998,6.799
Col23a1,-2.319,7.749,0.3819,NotDiff,4.013,3.859,3.507,3.257
Phykpl,4.026,-0.9917,0.5902,NotDiff,6.32,6.125,5.791,5.472
Hnrnpab,9.274,-0.4227,0.4746,NotDiff,7.315,7.311,5.566,6.489
Nhp2,8.081,-0.7375,0.2251,NotDiff,4.845,5.185,4.798,5.056
Rmnd5b,6.288,0.7723,0.3977,NotDiff,4.365,3.251,3.657,4.361
N4bp3,4.768,1.471,0.2673,NotDiff,3.928,5.279,4.733,4.152
0610009B22Rik,4.147,-0.5297,0.7622,NotDiff,6.695,6.776,6.406,6.182
Sec24a,2.731,3.896,0.3431,NotDiff,8.668,8.425,7.745,7.613
Sar1b,7.636,-0.2482,0.7493,NotDiff,3.601,3.853,3.193,1.064
Jade2,3.837,-1.242,0.5226,NotDiff,6.158,5.351,5.143,6.391
Cdkn2aipnl,7.775,-0.6163,0.3903,NotDiff,7.278,7.355,6.521,6.295
Ube2b,7.976,-0.3438,0.6582,NotDiff,10.83,10.43,11.53,11.58
Cdkl3,0.1572,5.516,0.4468,NotDiff,1.949,0.8056,0.8986,0.5117
Ppp2ca,9.382,0.5184,0.3551,NotDiff,6.58,6.964,4.579,4.897
Vdac1,8.1,-0.6284,0.3287,NotDiff,1.688,-4.271,-1.435,2.234
9530068E07Rik,7.546,0.06809,0.9422,NotDiff,4.243,4.302,3.955,4.092
Hspa4,7.521,0.5102,0.4913,NotDiff,5.572,5.803,3.262,2.805
Zcchc10,4.095,-0.1991,0.9238,NotDiff,7.204,7.489,4.977,5.953
Aff4,2.354,0.6016,0.8727,NotDiff,8.746,8.483,7.725,7.674
Uqcrq,7.777,0.1711,0.8116,NotDiff,3.2,2.033,3.089,2.483
Kif3a,-2.742,0.2839,0.9864,NotDiff,6.522,6.827,6.827,6.136
Rad50,-0.2245,-2.655,0.7472,NotDiff,6.799,6.184,6.964,7.052
Irf1,6.083,0.4904,0.6693,NotDiff,5.325,5.647,4.494,5.3
Gm12216,1.564,0.6899,0.9015,NotDiff,-4.271,2.533,-3.58,-4.271
Slc22a5,2.35,2.27,0.5728,NotDiff,3.973,4.693,3.345,3.637
P4ha2,2.749,-0.8982,0.7665,NotDiff,5.252,4.112,3.601,3.539
Csf2,-1.813,6.353,0.4848,NotDiff,3.136,0.4624,3.163,4.334
Fnip1,2.31,1.16,0.7622,NotDiff,9.94,10.02,9.669,9.73
Rapgef6,5.25,-0.08216,0.9644,NotDiff,5.084,3.613,2.942,4.086
Lyrm7,1.195,-3.747,0.539,NotDiff,-2.28,0.05466,-4.271,-3.757
Hint1,8.5,-0.5497,0.3724,NotDiff,2.646,2.47,-0.3527,-4.271
Tnip1,5.897,0.5565,0.5921,NotDiff,8.348,8.928,8.205,9.054
Anxa6,9.827,0.1564,0.7748,NotDiff,5.723,6.611,5.646,6.583
Ccdc69,3.887,-0.1163,0.9666,NotDiff,4.582,0.3963,4.289,4.389
Slc36a3,-4.366,-3.555,0.7605,NotDiff,1.008,-4.271,-4.271,0.3202
Slc36a1,-0.3775,-4.345,0.5921,NotDiff,5.208,5.397,5.603,6.068
Sparc,-1.347,-0.3661,0.9801,NotDiff,1.158,2.075,-4.271,-4.271
Atox1,5.995,-0.1873,0.8652,NotDiff,3.643,3.35,4.898,4.229
G3bp1,9.574,-0.06284,0.927,NotDiff,9.301,8.823,9.281,9.691
Fam114a2,4.975,1.591,0.1835,NotDiff,7.814,7.586,8.694,8.229
Mfap3,5.987,0.1808,0.87,NotDiff,6.725,6.663,5.559,6.206
Galnt10,4.144,1.433,0.4124,NotDiff,5.35,5.601,4.518,3.614
2010001A14Rik,-0.3648,-3.48,0.6617,NotDiff,4.516,3.174,4.298,4.612
Sap30l,4.297,-0.6165,0.7319,NotDiff,4.376,5.003,1.017,0.5988
Larp1,4.133,-1.088,0.5365,NotDiff,7.667,7.364,7.505,8.008
Cnot8,7.032,8.28E-05,0.9999,NotDiff,2.367,4.272,4.204,4.523
Gemin5,3.937,-0.05207,0.9856,NotDiff,7.199,7.776,7.805,8.322
Mrpl22,5.056,-0.3418,0.79,NotDiff,7.956,7.671,7.732,8.545
Gm12250,2.543,7.286,0.1728,NotDiff,2.433,3.265,1.462,-4.271
Irgm2,3.062,0.285,0.9251,NotDiff,9.376,9.921,9.168,9.066
Zfp692,0.05884,-2.744,0.7322,NotDiff,8.998,8.64,9.456,9.993
Zfp672,5.262,-0.02816,0.9874,NotDiff,5.047,6.53,7.114,7.721
Sh3bp5l,5.539,0.5325,0.6604,NotDiff,8.033,7.527,8.333,8.507
Fam183b,-4.247,-4.256,0.7292,NotDiff,7.526,7.654,7.319,7.685
2810021J22Rik,-1.3,-0.2486,0.986,NotDiff,7.928,7.587,7.592,6.979
Zfp39,0.2268,-3.093,0.6894,NotDiff,4.203,3.745,4.319,4.129
Rnf187,8.652,-0.239,0.7294,NotDiff,2.485,2.615,3.198,1.167
Hist3h2ba,1.746,-0.7518,0.877,NotDiff,7.694,8.038,7.752,7.624
Hist3h2a,4.956,0.5156,0.7276,NotDiff,0.8407,-4.271,-4.271,0.268
Trim17,-0.01499,-1.668,0.8196,NotDiff,2.304,-4.271,3.601,-0.6712
Trim11,4.899,-0.3596,0.7878,NotDiff,6.979,5.574,6.097,5.686
Iba57,4.368,0.5425,0.7468,NotDiff,1.881,1.943,1.428,1.079
Guk1,7.12,-0.434,0.5817,NotDiff,3.217,3.797,1.322,1.124
2610507I01Rik,-2.715,-1.071,0.9353,NotDiff,2.535,1.896,3.943,2.661
Mrpl55,5.873,-0.2028,0.8516,NotDiff,0.4799,2.47,-3.115,-4.271
2310033P09Rik,5.128,-0.1278,0.9377,NotDiff,2.641,3.479,0.2966,2.889
Arf1,9.189,-0.0608,0.9336,NotDiff,4.619,5.857,5.46,5.069
Snap47,5.89,-1.072,0.2496,NotDiff,8,8.574,7.058,7.111
Jmjd4,2.841,0.6335,0.8238,NotDiff,1.965,-2.793,1.987,4.071
Zfp867,-1.208,-2.701,0.7608,NotDiff,8.389,8.045,8.855,8.711
Zkscan17,4.212,1.23,0.4716,NotDiff,6.302,6.021,5.72,5.547
4933439C10Rik,-4.491,-3.327,0.7735,NotDiff,9.992,9.805,9.872,9.638
Mprip,3.736,-0.853,0.7137,NotDiff,3.731,3.8,4.848,3.185
Flcn,5.077,1.011,0.4252,NotDiff,9.006,9.537,7.511,8.433
Gm16062,1.25,-1.345,0.8071,NotDiff,-4.271,-4.271,1.574,-4.271
Nt5m,4.17,-0.5153,0.7717,NotDiff,-4.271,1.988,-0.24,3.329
Med9,5.614,-1.114,0.2802,NotDiff,2.696,-4.271,-0.6084,-1.223
Rasd1,2.559,0.4352,0.9064,NotDiff,6.206,5.543,6.242,5.994
Pemt,-2.976,-0.3802,0.9834,NotDiff,9.559,9.52,9.704,9.515
Rai1,-0.2566,3.992,0.6187,NotDiff,5.839,5.575,4.931,3.563
Srebf1,3.396,2.015,0.4256,NotDiff,5.835,6.353,5.878,5.887
Tom1l2,2.661,1.621,0.6478,NotDiff,5.23,4.502,3.116,3.743
Atpaf2,5.362,0.9264,0.4189,NotDiff,-3.383,0.1379,1.376,1.303
Gid4,4.372,-0.3423,0.8375,NotDiff,4.515,3.435,4.314,4.937
Drg2,5.964,-0.3674,0.7493,NotDiff,4.211,2.874,4.674,4.789
Llgl1,3.127,0.107,0.9801,NotDiff,6.872,7.198,7.119,6.94
Flii,5.68,0.9334,0.385,NotDiff,3.76,4.132,3.738,4.132
Mief2,3.509,0.7893,0.7347,NotDiff,5.11,4.633,5.227,5.262
